formula,best_reward,visit_count,terminated,e_above_hull,e_form,dos_reward,formation_energy
CeRu6Si6,-0.6323556596043506,1,False,0.1449452870788629,-0.6061353523828982,559.4945040975069,-0.6061353523828982
NdRu6Si6,1.459375079091843,1,False,0.1680832427462785,-0.5825937581318553,677.3324118374203,-0.5825937581318553
PrRu6Si6,2.3508469451573855,1,False,0.1732249829212256,-0.5721525694758,556.0838388310332,-0.5721525694758
CeGe6Ti6,-0.5937572801765897,1,False,0.1313712210022809,-0.5567196680362798,1022.1742819276461,-0.5567196680362798
Ge6NdTi6,-0.7497383679523313,6,False,0.1534497353650745,-0.5504259932252401,629.6999199564794,-0.5504259932252401
Ge6SmTi6,1.4500380702056748,1,False,0.1586407634014855,-0.549158910086279,440.92114730709994,-0.549158910086279
Ge6PrTi6,0.1456509670764382,3,False,0.1550875017429664,-0.5472934702938997,975.1058185992258,-0.5472934702938997
Ge6NdZr6,1.2790090471708728,1,False,0.2981158065407249,-0.5337759159994923,3134.9373115326407,-0.5337759159994923
CeSi6Tc6,3.7226340881565907,3,False,-0.0424368607232508,-0.5319205715435155,118.46524801287799,-0.5319205715435155
Si6SmTc6,1.4269525938604715,1,False,-0.0139908112515537,-0.520918657085673,107.31529905772831,-0.520918657085673
Ge6PmTi6,1.0155194032519888,3,False,0.1140090470893275,-0.520672595926116,446.10919083753106,-0.520672595926116
NdSi6Tc6,1.043741514296713,7,False,-0.0117761169522671,-0.5132830540929398,110.0627618364653,-0.5132830540929398
Ge6PmZr6,0.18472303403349222,1,False,0.26305244891096,-0.5100262390630224,2980.9603401680597,-0.5100262390630224
PrSi6Tc6,1.7040576822778033,3,False,-0.0081471422520955,-0.5096405409483581,43.337945720751264,-0.5096405409483581
PmSi6Tc6,2.320152073206984,2,False,-0.0309609785935064,-0.4989893904609849,106.43504975353795,-0.4989893904609849
Si6SmTi6,0.18472303403349222,1,False,0.2973999151509117,-0.4915069736438161,1645.5692148206224,-0.4915069736438161
NdSi6Ti6,-0.37144567328435685,2,False,0.2924371422853024,-0.491048837815979,1581.547303255522,-0.491048837815979
Ge6Ti6U,-0.33793721206245864,4,False,0.1170617470819687,-0.4907100742509468,1617.2913901177185,-0.4907100742509468
CeSi6Ti6,1.0149842797248896,1,False,0.2818830636316772,-0.4896675543694383,1629.8383470550555,-0.4896675543694383
PrSi6Ti6,-0.37144567328435685,2,False,0.2980264901085547,-0.4854459515483164,1405.3585622189044,-0.4854459515483164
NdSn6Zr6,1.572284529810574,1,False,0.1281447570726638,-0.4719119171400675,2109.625486607246,-0.4719119171400675
CeFe6Si6,1.7686866809729542,1,False,0.0999016076419437,-0.4634524726477976,605.1398573042745,-0.4634524726477976
CeMn6Si6,1.3299865002617006,1,False,0.0509113790480214,-0.4618353874169412,0.36243671639120706,-0.4618353874169412
PmSi6Ti6,1.0095898852183445,1,False,0.268911639936721,-0.4595336490141433,1605.4074083763512,-0.4595336490141433
Fe6Si6Sm,1.9960998791247597,1,False,0.0993370189638488,-0.4546605290522664,763.6964864370647,-0.4546605290522664
