# name   e_form   e_hull
Ti6Ge6U  -0.4907100742509468  0.1170617470819687
Ti6Sn6U  -0.3124260662245855  0.0141034944883878
V6Ge6U  -0.3121273928879272  0.0190936983347084
V6Sn6U  -0.061062214544702  0.0144061979474397
Cr6Ge6U  -0.1143917584693886  0.0360911557149051
Mn6Ge6U  -0.1943098661697659  -0.0361884499619526
Mn6Sn6U  -0.016850733343867  0.0024872253536808
Fe6Sn6U  -0.0023159108149745  0.0112258708799073
Co6Ge6U  -0.2493368615275069  0.0131529323282697
Ni6Ge6U  -0.3046677314011434  0.0227469203172873
Ni6Sn6U  -0.1749985114041156  0.0392028474507217
Cu6Ge6U  0.003616548796586  0.0987511635386638
Cu6Sn6U  0.029123113958728  0.0679311353205772
Nb6Sn6U  -0.1207989448190858  0.0251259691679634
Pd6Sn6U  -0.4354388820346512  0.0570597064938498
Ag6Sn6U  0.0302645296726085  0.0839556262673759
Hf6Si6U  -0.3255027046100998  0.4500188957033972
Hf6Ge6U  -0.3869959590409593  0.254642915386452
Ta6Sn6U  0.0745214759319824  0.1108215836225961
Ge6Nb6U  -0.2687695695296963  0.1321625206694228
Co6Sn6U  -0.0292332115126732  0.0791382909676295
