formula,best_reward,visit_count,terminated,e_above_hull,e_form,dos_reward,formation_energy,name,r_DOS,ehull_reward,weighted_r_DOS,composite_score
EuNb6Pb6,5.240397441884896,38,False,0.3416879757623532,0.2429628704100996,13185.712181008725,0.2429628704100996,EuNb6Pb6,13185.712181008725,-1.0,5.240397441884896,4.240397441884896
ErFe6Ge6,5.159215747810979,1,False,-0.0058567401646467,-0.2768594759971847,7949.120226648127,-0.2768594759971847,ErFe6Ge6,7949.120226648127,0.9999969866916573,3.159218761119322,4.159215747810979
Fe6GdGe6,3.2128730383564155,2,False,-0.0436660498027494,-0.2656852232415441,5567.956878274395,-0.2656852232415441,Fe6GdGe6,5567.956878274395,0.9999999996547335,2.212873038701682,3.2128730383564155
EuGe6Ta6,2.9226502839338897,2,False,0.1688758029718564,-0.2090681116429406,9870.041004387958,-0.2090681116429406,EuGe6Ta6,9870.041004387958,-0.9999999999991862,3.922650283933076,2.9226502839338897
ErFe6Sn6,2.729187300208218,4,False,-0.0030520909986452,-0.108430026425672,4350.937918281073,-0.108430026425672,ErFe6Sn6,4350.937918281073,0.9999940929122392,1.7291932072959788,2.729187300208218
Pb6PrZr6,2.661751508014246,1,False,-0.0953436428757639,-0.2934358112857379,4181.2433778213335,-0.2934358112857379,Pb6PrZr6,4181.2433778213335,0.9999999999999986,1.6617515080142475,2.661751508014246
NdPb6Zr6,2.643898087947566,3,False,-0.0966067941955979,-0.2923019822515202,4136.321201391675,-0.2923019822515202,NdPb6Zr6,4136.321201391675,0.999999999999999,1.6438980879475678,2.6438980879475666
CeFe6Sn6,3.5803680748461497,15,False,0.0310269446560641,-0.1052155283466268,4028.907076021499,-0.1052155283466268,CeFe6Sn6,4028.907076021499,0.9791595815207749,1.601208493325375,2.5803680748461497
CePb6Zr6,2.5040593425514417,4,False,-0.0737870809351096,-0.2551668971422731,3784.463643068739,-0.2551668971422731,CePb6Zr6,3784.463643068739,0.9999999999997496,1.504059342551692,2.5040593425514417
Pb6TbZr6,2.4786872383236367,1,False,-0.1111887434625796,-0.2905349022914254,3720.6232058714113,-0.2905349022914254,Pb6TbZr6,3720.6232058714113,1.0,1.4786872383236367,2.4786872383236367
Nb6Pb6Tb,2.4754257286230987,8,False,0.3042737619477703,0.213884658893232,8744.74958670573,0.213884658893232,Nb6Pb6Tb,8744.74958670573,-1.0,3.4754257286230987,2.4754257286230987
Fe6Ge6Nd,3.4613565647777778,8,False,-0.0210501252944219,-0.2426200075752514,3677.0165444675135,-0.2426200075752514,Fe6Ge6Nd,3677.0165444675144,0.999999921399119,1.461356643378659,2.4613565647777778
EuPb6Zr6,2.425316594085852,3,False,-0.0992795721201533,-0.2860142955821214,3586.3337819033472,-0.2860142955821214,EuPb6Zr6,3586.3337819033472,0.9999999999999994,1.425316594085852,2.4253165940858517
Fe6Sn6Tb,2.395405220886821,3,False,0.0056362598400941,-0.1118686452213276,3511.191378884797,-0.1118686452213276,Fe6Sn6Tb,3511.191378884797,0.9999524711765988,1.395452749710222,2.395405220886821
Fe6LuSn6,2.392764069310454,10,False,-0.0069440572560171,-0.0986309342868769,3504.4320520092388,-0.0986309342868769,Fe6LuSn6,3504.4320520092388,0.9999976788033816,1.3927663905070722,2.392764069310454
Fe6Sn6Tm,2.384845449290718,4,False,-0.0002096420016182,-0.1042676534963646,3484.531047880396,-0.1042676534963646,Fe6Sn6Tm,3484.531047880396,0.9999883146278568,1.3848571346628609,2.384845449290718
Fe6SmSn6,2.3703737588626312,8,False,0.0235217236450588,-0.1018989865739351,3456.8215228900744,-0.1018989865739351,Fe6SmSn6,3456.8215228900744,0.996529220401003,1.3738445384616282,2.3703737588626312
Fe6PmSn6,2.296409941006848,3,False,0.036778611099601,-0.079753854221427,3464.229501900676,-0.079753854221427,Fe6PmSn6,3464.2295019006756,0.9196212495314293,1.3767886914754186,2.296409941006848
Pb6PmZr6,2.2709800476592896,1,False,-0.15855792985461,-0.2769548525388577,3197.9973431580497,-0.2769548525388577,Pb6PmZr6,3197.9973431580497,1.0,1.2709800476592894,2.2709800476592896
Fe6Ge6Pm,2.270849792485772,2,False,-0.0279431203913569,-0.2175944250054824,3197.6696372802544,-0.2175944250054824,Fe6Ge6Pm,3197.6696372802544,0.9999999849697608,1.2708498075160104,2.2708497924857713
Pb6SmZr6,2.425316594085852,1,False,-0.1015666064224046,-0.2889876567104149,3166.596327417325,-0.2889876567104149,Pb6SmZr6,3166.596327417325,0.9999999999999997,1.2585003423311776,2.2585003423311774
CeFe6Ge6,2.2520749130233,5,False,-0.0304306733335876,-0.2694342125908323,3150.42889864091,-0.2694342125908323,CeFe6Ge6,3150.42889864091,0.9999999917265514,1.2520749212967486,2.2520749130233
Fe6Ge6Pr,2.238277081333414,2,False,0.0018294850562471,-0.2336966111719341,3115.75920126417,-0.2336966111719341,Fe6Ge6Pr,3115.75920126417,0.9999809374701415,1.2382961438632725,2.238277081333414
Fe6GdSn6,2.395405220886821,4,False,0.014251216036046,-0.1079395023453337,3008.485947992227,-0.1079395023453337,Fe6GdSn6,3008.485947992227,0.9996243109806335,1.1956625360374755,2.1952868470181093
Fe6Ge6Tb,2.168926986715833,2,False,-0.0085832112744839,-0.2722683408670522,2941.218796959865,-0.2722683408670522,Fe6Ge6Tb,2941.218796959865,0.9999984337468326,1.1689285529690003,2.168926986715833
Fe6NdSn6,2.1373215640467085,5,False,0.0412375794664178,-0.0927217807638899,3409.245550895353,-0.0927217807638899,Fe6NdSn6,3409.245550895353,0.7823851435929506,1.354936420453758,2.1373215640467085
LuPb6Zr6,2.115053342875986,2,False,-0.1246772811220245,-0.2726134397476246,2805.659801319574,-0.2726134397476246,LuPb6Zr6,2805.659801319574,1.0,1.1150533428759857,2.115053342875986
DyPb6Zr6,2.4786872383236367,1,False,-0.1063823097593798,-0.2828873609520763,2801.4870440637023,-0.2828873609520763,DyPb6Zr6,2801.4870440637023,0.9999999999999999,1.1133949640073213,2.113394964007321
LuPb6Ti6,2.055545908972328,11,False,-0.0270844180927412,-0.1275933023993911,2655.929239612309,-0.1275933023993911,LuPb6Ti6,2655.929239612309,0.99999998152991,1.0555459274424182,2.055545908972328
GdPb6Ti6,2.041509696460947,10,False,-0.0011758219941403,-0.1463914912229864,2620.635063482004,-0.1463914912229864,GdPb6Ti6,2620.6350634820037,0.9999907330359203,1.0415189634250268,2.041509696460947
DyFe6Ge6,2.040751253148053,1,False,-0.0090166204556834,-0.2761190671547885,2618.7069282693915,-0.2761190671547885,DyFe6Ge6,2618.7069282693915,0.999998588478609,1.0407526646694438,2.040751253148053
GdSn6Ta6,2.0218776219528127,2,False,0.0553625252624705,-0.0895865191146415,6514.751534953883,-0.0895865191146415,GdSn6Ta6,6514.751534953883,-0.5672800063669861,2.589157628319799,2.0218776219528127
Fe6Ge6Sm,1.99609987912476,3,False,-0.0308068625645231,-0.2564154282372252,2506.353106802896,-0.2564154282372252,Fe6Ge6Sm,2506.353106802896,0.9999999924407952,0.9960998866839644,1.9960998791247597
Sn6TbTi6,1.980576786277681,5,False,0.0104562710901622,-0.4204564965512914,2467.6746505203905,-0.4204564965512914,Sn6TbTi6,2467.6746505203905,0.9998488780334427,0.9807279082442384,1.980576786277681
DyMo6Sn6,1.9634613463334836,1,False,0.0159391696018531,-0.0808452459345939,2425.646413012261,-0.0808452459345939,DyMo6Sn6,2425.646413012261,0.9994367200433096,0.9640246262901737,1.9634613463334833
Sn6Ti6Tm,1.954698212479356,5,False,0.0135382433032411,-0.4076684887712962,2402.976252663421,-0.4076684887712962,Sn6Ti6Tm,2402.976252663421,0.9996833877583602,0.9550148247209957,1.954698212479356
CeCo6Sn6,1.9410959234480865,1,False,0.0324977560413829,-0.1580761017045091,2442.2623876978096,-0.1580761017045091,CeCo6Sn6,2442.2623876978096,0.9704676105279264,0.9706283129201599,1.9410959234480862
