iteration,n_unique_compounds,best_reward,best_e_form,best_e_form_e_hull,best_e_form_formula,best_e_hull,best_e_hull_e_form,best_e_hull_formula,best_rdos,best_rdos_eform,best_rdos_ehull,best_rdos_formula
46,43,2.4613565647777778,-0.4057533334665034,0.0970661297630253,Fe6Si6U,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3409.245550895353,-0.0927217807638899,0.0412375794664178,Fe6NdSn6
47,44,2.4613565647777778,-0.4057533334665034,0.0970661297630253,Fe6Si6U,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3409.245550895353,-0.0927217807638899,0.0412375794664178,Fe6NdSn6
48,45,2.4613565647777778,-0.4057533334665034,0.0970661297630253,Fe6Si6U,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3409.245550895353,-0.0927217807638899,0.0412375794664178,Fe6NdSn6
49,46,2.4613565647777778,-0.4057533334665034,0.0970661297630253,Fe6Si6U,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3409.245550895353,-0.0927217807638899,0.0412375794664178,Fe6NdSn6
50,47,2.4613565647777778,-0.4057533334665034,0.0970661297630253,Fe6Si6U,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3409.245550895353,-0.0927217807638899,0.0412375794664178,Fe6NdSn6
51,48,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3409.245550895353,-0.0927217807638899,0.0412375794664178,Fe6NdSn6
52,49,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3464.2295019006756,-0.079753854221427,0.036778611099601,Fe6PmSn6
53,50,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3464.2295019006756,-0.079753854221427,0.036778611099601,Fe6PmSn6
54,51,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3464.2295019006756,-0.079753854221427,0.036778611099601,Fe6PmSn6
55,52,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
56,53,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
57,54,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
58,54,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
59,55,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
60,55,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
61,56,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
62,57,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
63,57,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,3677.0165444675144,-0.2426200075752514,-0.0210501252944219,Fe6Ge6Nd
64,58,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
65,59,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
66,60,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
67,60,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
68,61,2.4613565647777778,-0.4595336490141433,0.268911639936721,PmSi6Ti6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
69,62,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
70,62,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
71,63,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
72,64,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,4133.91945284778,-0.086683002959638,0.0477518090448405,Fe6PrSn6
73,65,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
74,65,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
75,66,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
76,66,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
77,66,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
78,67,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
79,68,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
80,69,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
81,70,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
82,71,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
83,72,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
84,73,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
85,74,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
86,75,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
87,76,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
88,77,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
89,78,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
90,79,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
91,80,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
92,81,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
93,82,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
94,82,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
95,82,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
96,83,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
97,83,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
98,84,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
99,84,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
100,85,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
101,86,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
102,87,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
103,88,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
104,89,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
105,90,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
106,91,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
107,92,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
108,92,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
109,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
110,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
111,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
112,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
113,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
114,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
115,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
116,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
117,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
118,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
119,93,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
120,94,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
121,94,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
122,94,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
123,95,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
124,95,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
125,95,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
126,95,2.4613565647777778,-0.5504259932252401,0.1534497353650745,Ge6NdTi6,-0.1465731066246223,-0.2494251867017108,Ge6PmTc6,5818.570323885854,0.2022989870189392,0.309984556965147,Nb6NdPb6
