iteration,n_unique_compounds,best_reward,best_e_form,best_e_form_e_hull,best_e_form_formula,best_e_hull,best_e_hull_e_form,best_e_hull_formula,best_rdos,best_rdos_eform,best_rdos_ehull,best_rdos_formula
0,1,-10.0,0.0958307417720509,0.1792316683646523,Cr6EuSn6,0.1792316683646523,0.0958307417720509,Cr6EuSn6,1412.968871017803,0.0958307417720509,0.1792316683646523,Cr6EuSn6
1,2,1.746956535801754,0.0958307417720509,0.1792316683646523,Cr6EuSn6,0.1792316683646523,0.0958307417720509,Cr6EuSn6,1412.968871017803,0.0958307417720509,0.1792316683646523,Cr6EuSn6
2,3,1.746956535801754,0.0958307417720509,0.1792316683646523,Cr6EuSn6,0.1792316683646523,0.0958307417720509,Cr6EuSn6,1412.968871017803,0.0958307417720509,0.1792316683646523,Cr6EuSn6
3,4,1.914938595061957,0.0958307417720509,0.1792316683646523,Cr6EuSn6,0.1792316683646523,0.0958307417720509,Cr6EuSn6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
4,5,1.914938595061957,-0.121297860128962,0.0099190270926984,Mn6SmSn6,0.0099190270926984,-0.121297860128962,Mn6SmSn6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
5,6,1.914938595061957,-0.121297860128962,0.0099190270926984,Mn6SmSn6,0.0099190270926984,-0.121297860128962,Mn6SmSn6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
6,7,1.914938595061957,-0.121297860128962,0.0099190270926984,Mn6SmSn6,0.0099190270926984,-0.121297860128962,Mn6SmSn6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
7,8,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0282078538832794,-0.413142697758864,GdGe6V6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
8,9,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0282078538832794,-0.413142697758864,GdGe6V6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
9,10,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0282078538832794,-0.413142697758864,GdGe6V6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
10,11,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0282078538832794,-0.413142697758864,GdGe6V6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
11,12,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0282078538832794,-0.413142697758864,GdGe6V6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
12,13,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0282078538832794,-0.413142697758864,GdGe6V6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
13,14,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0282078538832794,-0.413142697758864,GdGe6V6,1892.2700800679074,0.3843098653527521,0.4250911287272167,Cr6GdPb6
14,15,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,2067.678932046035,-0.3049936421487237,-0.0397221413034667,GdGe6Mn6
15,16,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,2067.678932046035,-0.3049936421487237,-0.0397221413034667,GdGe6Mn6
16,17,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,2067.678932046035,-0.3049936421487237,-0.0397221413034667,GdGe6Mn6
17,18,1.914938595061957,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
18,19,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
19,20,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
20,21,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
21,22,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
22,23,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
23,24,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
24,25,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
25,26,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
26,27,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
27,28,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
28,29,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
29,30,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
30,31,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
31,32,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
32,33,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
33,34,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
34,35,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
35,36,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
36,36,4.240397441884896,-0.413142697758864,-0.0282078538832794,GdGe6V6,-0.0397221413034667,-0.3049936421487237,GdGe6Mn6,3016.214890505982,0.252650786468035,0.3314125488858218,GdMn6Pb6
