name,e_form,e_above_hull,e_decomp
EuTi6Si6,-0.4221789299771916,0.3432103229195529,-0.7653892528967445
GdTi6Si6,-0.4982039341499164,0.2961103876929593,-0.7943143218428758
TbTi6Si6,-0.5064847661344312,0.2886283766632119,-0.7951131427976431
DyTi6Si6,-0.5039921713548053,0.2932537817438206,-0.797245953098626
HoTi6Si6,-0.5030836769303197,0.2943491678641182,-0.797432844794438
ErTi6Si6,-0.5018255914521756,0.297724584270397,-0.7995501757225727
Ti6TmSi6,-0.5001380210472939,0.297399756112658,-0.7975377771599519
Ti6YbSi6,-0.413119984690634,-0.413119984690634,0.0
LuTi6Si6,-0.4944518337027578,0.2998876256923262,-0.7943394593950841
ThTi6Si6,-0.5112057721334247,0.2692670105863297,-0.7804727827197544
GdTi6Ge6,-0.5542686858463012,0.147566831359542,-0.7018355172058433
TbTi6Ge6,-0.5623332446405436,0.1470124379123185,-0.7093456825528621
DyTi6Ge6,-0.5569688649044949,0.150225548125896,-0.707194413030391
HoTi6Ge6,-0.5556304625052764,0.1499161185264679,-0.7055465810317443
ErTi6Ge6,-0.5552054920064714,0.1479667897718793,-0.7031722817783508
Ti6TmGe6,-0.5500524801472798,0.1513692352620028,-0.7014217154092827
Ti6YbGe6,-0.4839504078335433,-0.4839504078335433,0.0
LuTi6Ge6,-0.544002945757228,0.1493316012547164,-0.6933345470119444
ThTi6Ge6,-0.5653598586735674,0.1271325523249209,-0.6924924109984884
NpTi6Ge6,-0.4119069496006347,0.1699783021252544,-0.5818852517258891
PuTi6Ge6,-0.4594804223099111,0.1501585478040581,-0.6096389701139693
GdSn6Ti6,-0.4166797448003227,-0.015158305363628,-0.4015214394366947
Sn6TbTi6,-0.4204564965512914,0.0104562710901622,-0.4309127676414537
DySn6Ti6,-0.4127776631991235,0.015893033284149,-0.4286706964832726
HoSn6Ti6,-0.4115125879294925,0.0139596866822022,-0.4254722746116948
ErSn6Ti6,-0.4113617558103088,0.0125654043177756,-0.4239271601280844
Sn6Ti6Tm,-0.4076684887712962,0.0135382433032411,-0.4212067320745373
Sn6Ti6Yb,-0.3979169460430846,-0.3979169460430846,0.0
LuSn6Ti6,-0.4020174366270153,0.0060786691775225,-0.4080961058045379
PuSn6Ti6,-0.3089555024133458,0.0339519725659241,-0.3429074749792699
EuPb6Ti6,-0.1319742825703979,0.0129290325157821,-0.1449033150861801
GdPb6Ti6,-0.1463914912229864,-0.0011758219941403,-0.145215669228846
Pb6TbTi6,-0.1455468771719425,-0.0089795643834769,-0.1365673127884656
DyPb6Ti6,-0.1400840245097404,-0.0064693044168747,-0.1336147200928657
HoPb6Ti6,-0.1373742425175018,-0.0121009503294551,-0.1252732921880467
ErPb6Ti6,-0.135407620246618,-0.0150970964024218,-0.1203105238441961
Pb6Ti6Tm,-0.1357972400173821,-0.0186904862559805,-0.1171067537614016
Pb6Ti6Yb,-0.1471217717825587,-0.1471217717825587,0.0
LuPb6Ti6,-0.1275933023993911,-0.0270844180927412,-0.1005088843066498
Pb6ThTi6,-0.1115721023299738,0.0012153479890285,-0.1127874503190023
Pb6PuTi6,-0.0731501786201173,-0.0409118971079502,-0.032238281512167
EuV6Si6,-0.3062684313146578,0.24767855076245,-0.5539469820771079
GdV6Si6,-0.4429322096170388,0.1399398414062003,-0.5828720510232391
TbV6Si6,-0.4546087449009847,0.1290621270770217,-0.5836708719780065
DyV6Si6,-0.4594918944387011,0.1263117878402882,-0.5858036822789894
HoV6Si6,-0.4637451361803784,0.1222454377944229,-0.5859905739748014
ErV6Si6,-0.4698180663618147,0.1144096522330703,-0.5842277185948851
TmV6Si6,-0.4684283238348602,0.1176671825054549,-0.5860955063403153
V6YbSi6,-0.3466416339413652,-0.3466416339413652,0.0
LuV6Si6,-0.4642038573211008,0.1186933312543466,-0.5828971885754475
GdV6Ge6,-0.413142697758864,-0.0282078538832794,-0.3849348438755846
TbV6Ge6,-0.4256308314295613,-0.0219582947118758,-0.4036725367176855
DyV6Ge6,-0.4231195597325617,-0.0212406052829096,-0.4018789544496521
HoV6Ge6,-0.4275035093119076,-0.0300309062606499,-0.3974726030512577
ErV6Ge6,-0.4284508439996645,-0.0385805759017308,-0.3898702680979336
TmV6Ge6,-0.4248836592942983,-0.0327771505564818,-0.3921065087378165
V6YbGe6,-0.3458838706561817,-0.3458838706561817,0.0
LuV6Ge6,-0.4202517486425563,-0.034673981941763,-0.3855777667007933
EuSn6V6,-0.1114434473400234,0.066068432090494,-0.1775118794305175
GdSn6V6,-0.1881036917920773,-0.0077782673664208,-0.1803254244256564
Sn6TbV6,-0.1972483225699947,-0.0168942336454833,-0.1803540889245114
DySn6V6,-0.1901149331097651,-0.0130124878196892,-0.1771024452900759
HoSn6V6,-0.194461696545754,-0.0213840574457599,-0.173077639099994
ErSn6V6,-0.1958984227226232,-0.0247299124643166,-0.1711685102583065
Sn6TmV6,-0.1937581024688024,-0.0263896305780518,-0.1673684718907506
Sn6V6Yb,-0.1765886710752413,-0.1765886710752413,0.0
LuSn6V6,-0.190002557037055,-0.035005219610191,-0.154997337426864
EuPb6V6,0.2629230936989006,0.3703173353299741,-0.1073942416310734
GdPb6V6,0.2293336081338238,0.3370402039075632,-0.1077065957737394
Pb6TbV6,0.2306758593053359,0.3297340986386949,-0.0990582393333589
DyPb6V6,0.2355352811532983,0.3316409277910574,-0.096105646637759
HoPb6V6,0.2349557485665288,0.3227199672994689,-0.0877642187329401
ErPb6V6,0.2403013183972171,0.3231027687863066,-0.0828014503890895
Pb6TmV6,0.2363286183748993,0.3159262986811943,-0.0795976803062949
Pb6V6Yb,0.2200505961728188,0.2200505961728188,0.0
LuPb6V6,0.2432225845840299,0.3062223954355731,-0.0629998108515432
Cr6EuSi6,-0.1957968545770715,0.1650698018964168,-0.3608666564734883
Cr6GdSi6,-0.3126637105782121,0.0771280148414075,-0.3897917254196196
Cr6TbSi6,-0.3208997732835942,0.0696907730907927,-0.3905905463743869
Cr6DySi6,-0.324557916051251,0.0681654406241188,-0.3927233566753699
Cr6HoSi6,-0.328707177222314,0.0642030711488678,-0.3929102483711818
Cr6ErSi6,-0.3369822633745852,0.0541651296166802,-0.3911473929912655
Cr6TmSi6,-0.3358361872080418,0.0571789935286539,-0.3930151807366958
Cr6YbSi6,-0.2599197149845065,-0.2599197149845065,0.0
Cr6LuSi6,-0.3424391108751533,0.0473777520966745,-0.3898168629718279
Cr6PuSi6,-0.2464782432925005,0.093155894899134,-0.3396341381916346
Cr6GdGe6,-0.1731672326131257,0.0002895021204452,-0.1734567347335709
Cr6TbGe6,-0.1783027992989015,0.014283202786534,-0.1925860020854356
Cr6DyGe6,-0.1779437134711481,0.012848706346254,-0.1907924198174022
Cr6HoGe6,-0.1824596494759316,0.0039264189430761,-0.1863860684190078
Cr6ErGe6,-0.1848682307909213,-0.0064760718350014,-0.1783921589559198
Cr6TmGe6,-0.1837888047327556,0.0026359440396231,-0.1864247487723787
Cr6YbGe6,-0.1489153058445756,-0.1489153058445756,0.0
Cr6LuGe6,-0.1833439504793556,-0.0038982737048337,-0.1794456767745219
Cr6GdSn6,0.049280681320151,0.139287077660875,-0.090006396340724
Cr6Sn6Tb,0.0461329820837225,0.1302979649561889,-0.0841649828724664
