compound_name,reward_raw,reward_normalized
Ce-Ge-Ag,3623.934957031092,0.3623934957031092
Ce-Ge-Au,4121.01945719505,0.412101945719505
Ce-Ge-Cd,3331.7042705344766,0.3331704270534477
Ce-Ge-Co,2549.721636212271,0.2549721636212271
Ce-Ge-Cr,1870.0764552290311,0.1870076455229031
Ce-Ge-Cu,3821.3339557881927,0.38213339557881926
Ce-Ge-Fe,2619.73634076447,0.26197363407644697
Ce-Ge-Hf,1584.261292011245,0.15842612920112448
Ce-Ge-Hg,3865.484581472506,0.3865484581472506
Ce-Ge-Ir,3190.0941616292407,0.31900941616292405
Ce-Ge-Mn,3674.7066389936604,0.36747066389936606
Ce-Ge-Mo,5693.299650169038,0.5693299650169038
Ce-Ge-Nb,4261.567641217225,0.42615676412172254
Ce-Ge-Ni,3058.1495726244025,0.30581495726244023
Ce-Ge-Os,2849.4074077612486,0.28494074077612486
Ce-Ge-Pd,2308.2562914281325,0.23082562914281324
Ce-Ge-Pt,6149.297699054057,0.6149297699054057
Ce-Ge-Re,3041.0045456031685,0.30410045456031687
Ce-Ge-Rh,2381.2570363657524,0.23812570363657523
Ce-Ge-Ru,3144.7473413727776,0.3144747341372778
Ce-Ge-Ta,2813.357748188085,0.2813357748188085
Ce-Ge-Tc,4276.268572258021,0.42762685722580207
Ce-Ge-Ti,4012.8522649864176,0.40128522649864173
Ce-Ge-V,4507.299653613398,0.4507299653613398
Ce-Ge-W,2738.0807268945073,0.27380807268945073
Ce-Ge-Zn,3400.2465398679924,0.34002465398679926
Ce-Ge-Zr,3115.5446416955406,0.31155446416955407
Ce-Pb-Ag,2907.0386591400998,0.29070386591401
Ce-Pb-Au,4188.669749902242,0.4188669749902242
Ce-Pb-Cd,2472.461700680048,0.2472461700680048
Ce-Pb-Co,3615.7913310739714,0.36157913310739714
Ce-Pb-Cr,2683.1329206131504,0.26831329206131505
Ce-Pb-Cu,2842.1643020355423,0.28421643020355425
Ce-Pb-Fe,3678.7758689230823,0.3678775868923082
Ce-Pb-Hf,4266.305208153033,0.42663052081530334
Ce-Pb-Hg,4270.031136906563,0.4270031136906563
Ce-Pb-Ir,2932.124518230915,0.29321245182309147
Ce-Pb-Mn,2148.20519625635,0.214820519625635
Ce-Pb-Mo,2834.496085141714,0.2834496085141714
Ce-Pb-Nb,2761.482857593954,0.27614828575939543
Ce-Pb-Ni,3724.874424626372,0.3724874424626372
Ce-Pb-Os,4342.123504017452,0.4342123504017452
Ce-Pb-Pd,3081.6215780722673,0.3081621578072267
Ce-Pb-Pt,3535.8227506754497,0.35358227506754497
Ce-Pb-Re,2701.672140460545,0.2701672140460545
Ce-Pb-Rh,4369.558659148463,0.43695586591484636
Ce-Pb-Ru,3769.6654458908515,0.37696654458908513
Ce-Pb-Ta,5061.859290986812,0.5061859290986812
Ce-Pb-Tc,3197.6596974121817,0.3197659697412182
Ce-Pb-Ti,3615.7460633828223,0.36157460633828226
Ce-Pb-V,4585.777488472628,0.45857774884726277
Ce-Pb-W,1389.566136999469,0.1389566136999469
Ce-Pb-Zn,2979.194557320585,0.29791945573205847
Ce-Pb-Zr,3198.0363757089463,0.31980363757089464
Ce-Si-Ag,4170.240999928114,0.4170240999928114
Ce-Si-Au,5076.457498940297,0.5076457498940298
Ce-Si-Cd,3758.3434650807753,0.3758343465080775
Ce-Si-Co,3396.5765840291037,0.3396576584029104
Ce-Si-Cr,4216.968840260882,0.4216968840260882
Ce-Si-Cu,3581.894082160024,0.3581894082160024
Ce-Si-Fe,4258.1295123937,0.42581295123936996
Ce-Si-Hf,4376.419868154474,0.4376419868154474
Ce-Si-Hg,3745.890016723042,0.37458900167230424
Ce-Si-Ir,4783.894596272605,0.4783894596272605
Ce-Si-Mn,5155.807515935552,0.5155807515935552
Ce-Si-Mo,3824.3953978384166,0.38243953978384165
Ce-Si-Nb,3789.060419578255,0.37890604195782546
Ce-Si-Ni,3765.56434161805,0.376556434161805
Ce-Si-Os,3397.5835961404114,0.33975835961404116
Ce-Si-Pd,2779.3888368292855,0.2779388836829286
Ce-Si-Pt,4660.810338661044,0.4660810338661044
Ce-Si-Re,2999.499078906108,0.2999499078906108
Ce-Si-Rh,2035.224401947432,0.2035224401947432
Ce-Si-Ru,3367.855664309534,0.3367855664309534
Ce-Si-Ta,3924.909783650372,0.3924909783650372
Ce-Si-Tc,2872.1067800781075,0.28721067800781075
Ce-Si-Ti,2298.8895867688416,0.22988895867688416
Ce-Si-V,2538.3792033277614,0.25383792033277613
Ce-Si-W,5030.945693027442,0.5030945693027442
Ce-Si-Zn,3726.195242591219,0.3726195242591219
Ce-Si-Zr,2966.6461388641387,0.29666461388641385
Ce-Sn-Ag,2673.381917549059,0.2673381917549059
Ce-Sn-Au,4083.736295259105,0.4083736295259105
Ce-Sn-Cd,4575.1897697397635,0.45751897697397637
Ce-Sn-Co,3240.9814985002367,0.32409814985002366
Ce-Sn-Cr,1768.2944186496104,0.17682944186496105
Ce-Sn-Cu,2832.1876796826004,0.28321876796826007
Ce-Sn-Fe,3210.862108188643,0.3210862108188643
Ce-Sn-Hf,3093.901134341551,0.30939011343415507
Ce-Sn-Hg,4136.491475711257,0.41364914757112575
