name,e_form,e_above_hull,e_decomp
Mn6Pb6U,0.4512291363429564,0.4357822943947088,0.0154468419482476
Mn6Sn6U,-0.016850733343867,0.0024872253536808,-0.0193379586975478
Fe6Pb6U,0.5369764451250271,0.5274193657814908,0.0095570793435362
Cr6Pb6U,0.5790608979917992,0.5088551481524469,0.0702057498393522
Mn6UGe6,-0.1943098661697659,-0.0361884499619526,-0.1581214162078132
Pb6Tc6U,0.4910784544543127,0.4686692333591767,0.0224092210951359
Fe6Sn6U,-0.0023159108149745,0.0112258708799073,-0.0135417816948818
Fe6UGe6,-0.186991071341751,-0.0259774851356455,-0.1610135862061054
Co6Pb6U,0.4398785537456368,0.472735063031932,-0.0328565092862952
Ni6Pb6U,0.1912138207634895,0.306092296351858,-0.1148784755883684
Ni6Sn6U,-0.1749985114041156,0.0392028474507217,-0.2142013588548373
Co6Sn6U,-0.0292332115126732,0.0791382909676295,-0.1083715024803027
Pb6Rh6U,-0.0550858348842131,0.1960701265779686,-0.2511559614621818
Pb6Ru6U,0.3957270897078866,0.464678233006871,-0.0689511432989844
Ru6Sn6U,-0.1452862062726449,0.0835241714229102,-0.2288103776955551
Sn6Tc6U,-0.0222333075811134,0.0069206808173284,-0.0291539883984418
Os6Pb6U,0.7043372500523529,0.6895293172068989,0.014807932845454
Rh6Sn6U,-0.4524804713812621,0.0351649270050935,-0.4876453983863556
Cr6Sn6U,0.1503040851073102,0.1316615447615358,0.0186425403457743
Rh6UGe6,-0.4907416089372768,0.0500984479721179,-0.5408400569093947
Co6UGe6,-0.2493368615275069,0.0131529323282697,-0.2624897938557766
Ru6UGe6,-0.3046290605279634,0.0143010112946538,-0.3189300718226173
Cr6UGe6,-0.1143917584693886,0.0360911557149051,-0.1504829141842937
Mn6USi6,-0.3849537079581925,0.0643416660207405,-0.449295373978933
Tc6UGe6,-0.1726977064390349,-0.0674961386172431,-0.1052015678217917
Mo6Sn6U,0.0669184783689736,0.0645626449644413,0.0023558334045322
Mo6UGe6,-0.1357985091327789,0.0645387060590163,-0.2003372151917952
Os6UGe6,-0.0832709110387056,0.040166004713526,-0.1234369157522316
Cr6USi6,-0.2705903739438851,0.0476586239794466,-0.3182489979233317
Fe6USi6,-0.4057533334665034,0.0970661297630253,-0.5028194632295288
Tc6USi6,-0.3422215358240029,0.1872835315666961,-0.529505067390699
Co6USi6,-0.4881197696333911,0.0840590026565123,-0.5721787722899034
Sn6UV6,-0.061062214544702,0.0144061979474397,-0.0754684124921417
UV6Ge6,-0.3121273928879272,0.0190936983347084,-0.3312210912226356
Pb6Re6U,0.7887456445533544,0.7694920643729217,0.0192535801804326
Mo6Pb6U,0.6222018769299604,0.5682828340318502,0.0539190428981101
Re6Sn6U,0.2494841756715992,0.2842734298997501,-0.0347892542281508
Ru6USi6,-0.509875531590633,0.1456337068507806,-0.6555092384414136
Os6USi6,-0.355663039332439,0.0704999352969072,-0.4261629746293462
Pb6UV6,0.3790142537313469,0.3757338362912694,0.0032804174400774
Ir6Pb6U,0.2357744706177227,0.4215234856899162,-0.1857490150721935
Pb6Pd6U,-0.1735264176925164,0.1260632933577894,-0.2995897110503058
Ir6Sn6U,-0.2255919958833958,0.1800863188562978,-0.4056783147396936
Pd6Sn6U,-0.4354388820346512,0.0570597064938498,-0.4924985885285011
Re6USi6,-0.1652380853484028,0.1390979861232522,-0.304336071471655
Re6UGe6,0.0396374635260529,0.1327374403972296,-0.0930999768711766
Cu6Pb6U,0.1982210188781754,0.18553923079143,0.0126817880867453
Cu6Sn6U,0.029123113958728,0.0679311353205772,-0.0388080213618492
Rh6USi6,-0.700727550472528,0.108979234730987,-0.809706785203515
Ni6UGe6,-0.3046677314011434,0.0227469203172873,-0.3274146517184307
Os6Sn6U,0.0965072476209616,0.1100800252860944,-0.0135727776651327
