rank,name,e_above_hull,r_DOS,reward
110,Mo6Sn6Dy,0.0159391696018531,2425.646413012261,2424.280095005793
111,Ag6Pb6Pm,0.0136025041890649,2410.343159273943,2409.5681561254332
112,Ti6Sn6Tm,0.0135382433032411,2402.976252663421,2402.2154409654577
113,Ag6Pb6Sm,0.0154305813463772,2392.321525415288,2391.1287809684404
114,Au6Si6Yb,0.0354263260542129,2534.4409554480603,2385.5260040597586
115,Rh6Sn6Yb,-0.5555405394186962,2382.487396319387,2382.487396319387
116,Co6Sn6Ce,0.0324977560413829,2442.2623876978096,2370.1365436713213
117,Fe6Ge6Eu,0.0074945922921627,2335.298950243033,2335.125574237178
118,Ru6Ge6Tb,-0.0189054144180668,2313.9661031946152,2313.9657988756217
119,Mo6Sn6Gd,0.0254776035991185,2316.087905106808,2303.247062866158
120,Ag6Pb6Eu,-0.0082055032892514,2284.6710323656994,2284.667114456526
121,Ta6Si6Yb,-0.2063293805349498,2283.177357544436,2283.177357544436
122,Mn6Sn6Gd,0.0036207317778664,2265.585290260537,2265.518906540484
123,Ir6Sn6Eu,0.0114854091275474,2247.8432041850206,2247.408341473251
124,Cd6Sn6Yb,-0.0682119771148093,2238.854189050499,2238.854189048362
125,Ru6Ge6Pr,-0.0020068647157416,2222.57827461439,2222.5614022959303
126,Cr6Ge6Ho,0.0039264189430761,2209.040350701191,2208.9706966607046
127,Ir6Sn6Gd,-0.0229812437357631,2203.100386019062,2203.100277080929
128,Ni6Sn6Ho,0.0362330046084627,2367.9040002875245,2200.1071054750155
129,Ti6Sn6Lu,0.0060786691775225,2195.9659854996153,2195.8499224065968
130,Cu6Si6Yb,-0.090416887854201,2169.2529518739534,2169.2529518739434
131,Zr6Pb6Yb,-0.2925953440086503,2149.4574549855583,2149.4574549855583
132,Os6Ge6Tm,-0.0079981761389212,2136.44593302422,2136.44208238859
133,Pd6Si6Yb,-0.5202073861390499,2131.887633028689,2131.887633028689
134,Rh6Sn6Tb,-0.0205662267489361,2119.493319752839,2119.4931326430383
135,Ru6Sn6Ho,-0.0014848698865663,2119.1485413106784,2119.130307109066
136,Ag6Pb6Tb,0.022027260538684,2121.744635468769,2116.5973475446353
137,Tc6Sn6Tb,0.03106999036453,2153.7312158234017,2108.3853572259914
138,Pd6Sn6Yb,-0.5612343867412855,2076.7764864718915,2076.7764864718915
139,Mn6Ge6Gd,-0.0397221413034667,2067.678932046035,2067.678930206476
140,Mn6Ge6Eu,-0.0095693857698255,2062.097762741739,2062.095213672389
141,Ru6Ge6Pm,-0.1362384413392182,2056.7191736242235,2056.7191736242235
142,Hf6Pb6Pm,-0.0708479839268528,2036.720413296407,2036.7204132953746
143,Fe6Ge6Tm,-0.0069065251582061,2028.1292883332426,2028.1245380494372
144,Re6Si6Lu,0.0224155565012907,2031.6774952080953,2026.2679466907173
145,Mn6Sn6Ho,-0.0007384636171012,2016.8109187022746,2016.7901605544703
146,Ag6Pb6Gd,0.0140875669772937,2012.600987436973,2011.873991350192
147,Mn6Ge6Yb,-0.2696818548692695,2011.5587889029948,2011.5587889029948
148,Co6Sn6Tb,0.0030981139835997,2002.0048374530766,2001.95309175663
149,Co6Sn6Sm,0.0299501107337012,2033.2356928437937,2000.4347065259192
150,Co6Sn6Tm,0.0012369069563106,1993.73802898649,1993.7050616119034
151,Mn6Sn6Er,-0.0006508445775134,1982.3291018898,1982.3082650565132
152,Co6Sn6Pm,0.0234355710667757,1986.0905197153988,1979.3380638141198
153,Ag6Pb6Dy,0.023926822471395,1959.2375426375752,1951.744453372381
154,Os6Ge6Ho,-0.0119955796299211,1945.0508948001036,1945.0495516651142
155,Ru6Ge6Ce,-0.0305518268263694,1934.14365056318,1934.1436350197314
156,Rh6Sn6Pm,-0.0372331429648261,1928.7807479594073,1928.780744840924
157,Nb6Sn6Er,0.025634921528181,1932.3306992273856,1921.2064436582966
158,Ag6Ge6Yb,0.0427570532811227,2736.155624867607,1917.8914433323773
159,Co6Sn6Dy,0.0018627391502586,1902.0446459912548,1902.0080976806394
160,Ti6Pb6Yb,-0.1471217717825587,1896.6039827301456,1896.6039827301456
161,V6Sn6Gd,-0.0077782673664208,1879.4717491093868,1879.4681780461624
162,Co6Sn6Yb,-0.1719678070487633,1869.1159176860017,1869.1159176860017
163,Ru6Sn6Dy,-0.0242371663318356,1862.0348488264667,1862.034780713815
164,Hf6Pb6Sm,-0.0064919729086835,1854.03631780581,1854.0315210107328
165,Fe6Ge6Lu,-0.0016097523003669,1853.9688320432256,1853.9533506066325
166,Re6Ge6Sm,0.0288424348670869,1870.726544601715,1847.548637448131
167,Ni6Sn6Er,0.0340551236311331,1920.665031893163,1838.784801366634
168,Ag6Sn6Pr,0.0403463887897423,2228.8653360593908,1828.847890970865
169,Mn6Ge6Ce,-0.0522907564360619,1818.6763038693748,1818.6763037901335
170,Pd6Pb6Eu,0.0116132883953529,1803.1223506699628,1802.7626518728575
171,Ti6Sn6Ce,-0.0219276328227729,1790.9972673623604,1790.9971533218538
172,Fe6Sn6Yb,-0.1052388645286726,1788.1960727874812,1788.196072787481
173,Mn6Ge6Pr,-0.0198127860900532,1771.5265788628337,1771.5263914739683
174,Ru6Ge6Sm,-0.0090241405860027,1766.55376647825,1766.5512774461565
175,Ti6Sn6Yb,-0.3979169460430846,1756.7077743879881,1756.7077743879881
176,Cd6Pb6Yb,-0.0629943704012916,1749.598629033176,1749.5986290273347
177,Ag6Sn6Eu,0.0254961907627423,1753.0423587428038,1743.279818166955
178,Ru6Ge6Nd,-0.0062958173189917,1737.2076752428663,1737.2029640588223
179,Ag6Sn6Gd,0.0465796019490702,4458.21060275569,1733.5877085899212
180,Os6Sn6Yb,0.0025227532669665,1722.255601629963,1722.2168279333705
181,Ti6Pb6Ho,-0.0121009503294551,1720.465266374658,1720.4641079928008
182,Mn6Ge6Pm,-0.0853877283753911,1696.8360267830967,1696.8360267830706
183,Ti6Sn6U,0.0141034944883878,1687.3639335374728,1686.7520863209427
184,Zr6Pb6U,-0.0254172959209997,1684.0960809899645,1684.0960345810784
185,Rh6Sn6Sm,-0.0226155362278501,1682.6659655798246,1682.6658747430947
186,Mn6Sn6U,0.0024872253536808,1664.1833755237035,1664.1462273280702
187,Ti6Pb6Er,-0.0150970964024218,1656.1089062901533,1656.1083630342232
188,Os6Si6Ho,-0.0160558212662312,1648.3884978747133,1648.3880682921622
189,Zr6Pb6Er,-0.1135184010089617,1647.4428388222132,1647.4428388222132
190,Rh6Sn6Nd,-0.0261059126766919,1636.8852352937686,1636.8851970573223
191,Rh6Sn6Pr,-0.0196902770232789,1629.4593938213743,1629.4592163170844
192,Ru6Ge6Yb,-0.3793302120710765,1628.1354489762007,1628.1354489762007
193,Ti6Si6Yb,-0.413119984690634,1615.0580222002104,1615.0580222002104
194,Mn6Ge6Sm,-0.0004623792078494,1611.6749230183518,1611.6571983884376
195,Mn6Ge6Tm,-0.0004045324113727,1594.0329406812318,1594.0151649941442
196,Re6Ge6Ho,0.014387437436296,1594.5630080861897,1593.9440433259242
197,Co6Ge6Ce,0.0181237912055907,1592.8049415708692,1591.2896117296307
198,Cr6Ge6Gd,0.0002895021204452,1590.6805612122787,1590.6596079655026
199,Au6Sn6Yb,-0.1979206723109887,1585.333834402583,1585.333834402583
200,Mn6Ge6Lu,-0.0003751616736997,1577.6086550044297,1577.5909380242356
201,Ir6Ge6Gd,0.013486724465995,1575.673080413701,1575.1803324711054
202,Mn6Si6Gd,0.0310502069839879,1596.4824734817814,1563.0267902515548
203,Mn6Ge6Tb,-0.0119323459492772,1557.56666268385,1557.565570674836
204,Mn6Ge6Dy,-0.0002916041042558,1556.8487718423914,1556.8309338464658
205,Nb6Ge6Yb,-0.2471693195789332,1555.8678856442623,1555.8678856442623
206,Nb6Sn6Lu,0.0200937456765477,1548.7970370159208,1546.4336006100211
207,Re6Ge6Tm,0.0175855791573564,1544.303513508697,1543.0122821359537
208,Pd6Ge6Yb,-0.4913218508571256,1535.402448184949,1535.402448184949
209,Ti6Sn6Gd,-0.015158305363628,1528.3251015724138,1528.3246075445109
210,Nb6Sn6Ho,0.0243094911237718,1529.8587947441565,1523.446239852791
211,Os6Si6Tm,-0.0176768178849213,1505.4638894424386,1505.46362355376
212,Mn6Ge6U,-0.0361884499619526,1496.6975541523268,1496.697551042876
213,Ru6Sn6Gd,0.0355075073906752,1590.2144511837803,1494.9957055899133
214,Fe6Sn6U,0.0112258708799073,1487.439126199443,1487.1687452761996
215,Mo6Sn6Tm,0.0082724796334638,1486.7879143413622,1486.6548774936073
216,Pd6Si6Pm,0.022221038623756,1489.6796054337028,1485.8938655998563
217,Rh6Si6Yb,-0.7566569464496218,1475.1266154357547,1475.1266154357547
218,Ru6Ge6Tm,-0.0260445819549981,1472.8908733785659,1472.8908384627332
219,Ti6Sn6Pm,-0.0102740536825247,1439.9657550562602,1439.964251995306
220,Rh6Sn6Ce,-0.0117698399608743,1434.3700289220326,1434.3689832899859
221,Ta6Sn6Tm,0.0461567851851883,3300.3341997217262,1422.6095845546095
222,Ni6Sn6Pm,0.0246962121877558,1411.8950138550476,1405.4026651600109
223,Tc6Ge6Gd,-0.1839216934534678,1387.077944548611,1387.077944548611
224,Tc6Sn6Lu,0.0224347652735634,1387.901380288189,1384.18889851868
225,Co6Ge6Tb,0.0226707573677465,1379.7075445699413,1375.8022254249981
226,Ru6Si6Yb,-0.5242717458595408,1360.2864166036961,1360.2864166036961
227,Co6Ge6Pm,-0.0783340789602076,1359.3884863298936,1359.3884863297794
228,Tc6Ge6Dy,-0.1676628169548438,1352.0599751786424,1352.0599751786424
229,Co6Ge6Dy,0.0195112367446113,1341.2246363909933,1339.4448049698938
230,Cr6Ge6Er,-0.0064760718350014,1335.3531393486294,1335.3496712899455
231,Mn6Ge6Nd,-0.0003092949398185,1332.8797326707847,1332.864525561077
232,Co6Sn6Nd,0.0431077943588967,1956.4622273693922,1328.2358034221784
233,Rh6Sn6Ho,-0.0079860035358046,1313.7967506601433,1313.794375803169
234,Tc6Sn6Er,0.0248535300564714,1317.563033437465,1311.2718874585996
235,Fe6Sn6Eu,0.0463401281740884,3173.0537157140643,1310.3707463051153
236,V6Sn6Ho,-0.0213840574457599,1308.8428216304296,1308.8427266773758
237,Ti6Sn6Er,0.0125654043177756,1282.3746208449218,1282.0531383956186
238,Rh6Pb6Yb,-0.1997776612477694,1265.790992569609,1265.790992569609
239,Ti6Sn6Nd,0.0189304491070007,1253.8807020013503,1252.433146674344
240,Ir6Ge6Lu,0.0212047144850708,1248.5861693742058,1246.0992384551798
241,Mn6Sn6Tb,-0.0033600999255747,1242.2682655378894,1242.261450238683
242,Ru6Ge6Ho,-0.0237388408472256,1240.221934696086,1240.221883565568
243,Ti6Sn6Pr,0.012684305869854,1233.858766821053,1233.5404940989713
244,Ta6Sn6Sm,0.0390337050942762,1420.55939786123,1229.8841862537822
245,Rh6Sn6Tm,0.0027555097185762,1215.3824470174948,1215.353512739964
246,Pt6Ge6Yb,-0.4958207004735737,1207.2587691582696,1207.2587691582696
247,V6Ge6U,0.0190936983347084,1198.394831986705,1196.9560849519219
248,Ru6Ge6U,0.0143010112946538,1186.4663170881877,1186.0152167758774
249,V6Sn6Tb,-0.0168942336454833,1166.85709633545,1166.8568476694256
250,V6Sn6Er,-0.0247299124643166,1163.085294420941,1163.0852566208987
251,Os6Ge6Yb,-0.1525444145996525,1157.4157142066397,1157.4157142066397
252,Tc6Ge6U,-0.0674961386172431,1155.864157866129,1155.8641578648192
253,Nb6Sn6U,0.0251259691679634,1146.7262580879856,1140.8817955811728
254,V6Sn6U,0.0144061979474397,1137.5268658375946,1137.083317514154
255,Ti6Sn6Sm,0.021233522735306,1137.4171196390266,1135.135912798704
256,Ti6Sn6Ho,0.0139596866822022,1123.2988496722587,1122.9053512212279
257,V6Sn6Tm,-0.0263896305780518,1113.0760564026907,1113.0760321135572
258,Cu6Ge6Lu,0.0478981459436846,4466.891543612938,1103.352107931634
259,V6Sn6Yb,-0.1765886710752413,1098.2553484416937,1098.2553484416937
260,Nb6Si6Yb,-0.2293424751676575,1095.317431784072,1095.317431784072
261,Fe6Sn6Pr,0.0477518090448405,4133.91945284778,1088.96874284529
262,Fe6Ge6U,-0.0259774851356455,1083.5703409252383,1083.570314821513
263,V6Sn6Sm,0.0008243467991611,1083.050823375948,1083.034602884012
264,Ru6Ge6Eu,0.0233696095338771,1082.70429991514,1079.0809609850253
265,Cu6Si6Pm,0.0221169808454488,1075.2540997534365,1072.5888580606666
266,V6Sn6Pr,0.0263425648469378,1071.264286946139,1063.9594095659602
267,Tc6Sn6Yb,-0.0733257439917736,1056.6382375896562,1056.6382375893606
268,Os6Ge6U,0.040166004713526,1265.0719221954612,1046.8174849340176
269,Rh6Sn6Eu,-0.0579647445279769,1039.9659175596998,1039.9659175480904
270,Mn6Sn6Nd,0.0237771670521209,1036.0548161344623,1032.2319669856688
271,Mn6Sn6Pr,0.0286996946368302,1042.8747175349718,1030.3862613594447
272,Ir6Sn6Pm,-0.0786894116695918,1028.8221754813944,1028.8221754813148
273,Mn6Sn6Yb,-0.1183474776286415,1023.3554955602827,1023.3554955602827
274,Mn6Sn6Dy,-0.0051768247338702,1021.1750339819729,1021.1714114544714
275,Mn6Sn6Sm,0.0099190270926984,1019.6457145637577,1019.5102631445719
276,Mn6Sn6Pm,0.0250268214641083,1024.5062238973974,1019.4071510852327
277,Mn6Sn6Eu,0.0386274463220594,1160.8648950333315,1018.6359194961744
278,Pd6Sn6Pm,0.0283436762163264,1027.9786813462197,1016.6712048817426
279,V6Sn6Nd,0.0193182954249142,1016.9774035014278,1015.6888831393721
280,Pd6Sn6Ce,0.0371975757679339,1092.6276216590554,995.9246071557801
281,V6Sn6Lu,-0.035005219610191,994.489940882479,994.4899381378799
282,Tc6Sn6U,0.0069206808173284,992.1342049764347,992.070024959717
283,Mo6Ge6Yb,-0.117757216242987,984.4554632009281,984.4554632009281
284,Ta6Sn6Dy,0.0461494323818726,2262.660963601169,976.9452350926039
285,Ru6Sn6Lu,0.0239767343992242,975.9936708839589,972.2160953259752
286,Ir6Sn6Sm,0.0275211553477336,981.0635795465348,972.1966157806152
287,V6Sn6Pm,0.0291308217787836,970.0426644690912,957.1684498366594
288,Co6Ge6Sm,0.0362690228456479,1028.7511900383688,955.2404472648411
289,Mo6Sn6Ho,0.0063978942340027,954.9636836554198,954.909192311773
290,Tc6Ge6Er,-0.1787978900045407,949.0760209042159,949.0760209042159
291,Rh6Sn6Gd,-0.0688779669328625,931.0389987525195,931.0389987517623
292,Cr6Ge6U,0.0360911557149051,996.625877036673,928.2847201988714
293,V6Sn6Ce,0.0240766962684549,921.9706759827963,918.3157216677622
294,Co6Ge6U,0.0131529323282697,912.0449363442783,911.78167397315
295,Au6Ge6Yb,-0.0546462876232343,902.8733109638156,902.8733109414643
296,Co6Ge6Er,0.0159762951349733,894.5774864986984,894.0690803587142
297,Mn6Ge6Er,-0.0002941084833779,888.6869612559533,888.676785014368
298,Cr6Ge6Lu,-0.0038982737048337,878.9884311128768,878.9841931356093
299,Ir6Sn6Pr,0.0312201768810865,896.267412712512,876.7118639723071
300,Ta6Sn6Tb,0.0448660826978258,1595.9044619106244,875.171445591902
301,Tc6Sn6Tm,0.0258111647119966,873.8227430032722,868.5755288869134
302,Tc6Si6Gd,-0.029746723813614,855.520902249546,855.5208939087843
303,V6Sn6Dy,-0.0130124878196892,855.3951513282391,855.394688561132
304,Pd6Pb6Pr,0.0446990381879514,1518.354694977274,853.69307753135
305,Ru6Sn6Tm,0.0095923785426752,848.9946044868981,848.8903260367919
306,Pd6Sn6Eu,0.0440841359682365,1371.6628467858498,837.5598732817886
307,Ru6Sn6Er,0.0047983888142204,832.8928177793997,832.8604423007985
308,Tc6Ge6Lu,-0.1648590889528355,830.3009579563706,830.3009579563706
309,Ag6Sn6Nd,0.0457289607066958,1757.090399929619,829.1885292675468
310,Ir6Sn6Nd,0.0341598850494748,833.8589569524215,797.4252182405844
311,Mn6Sn6Ce,0.0246853810128282,784.9740445006066,781.373829964609
312,Ni6Ge6U,0.0227469203172873,777.0002123945167,774.7603682168133
313,Co6Sn6Gd,0.0110684586890023,759.1241101625519,758.9912349675333
314,Rh6Sn6Lu,0.0196689485226061,752.8311647472107,751.7936310141529
315,Cr6Ge6Yb,-0.1489153058445756,747.2407551300998,747.2407551300998
316,Mo6Si6Yb,-0.1840909321816873,738.0975580261668,738.0975580261668
317,Mn6Sn6Lu,-0.0007110616627086,737.7514864750658,737.7438430217255
318,Pd6Ge6Pm,0.0171538404768966,734.768794382726,734.2148839173763
319,Hf6Pb6Dy,-0.0123850456367826,730.2198995735109,730.2194403246737
320,Pd6Sn6Nd,0.0437830297015182,1152.9276947331687,729.5477314753929
321,Mo6Sn6Yb,-0.0565355735617852,725.7082987229326,725.7082987115165
322,Hf6Pb6Lu,-0.0339484334574377,725.0486201621998,725.0486175835332
323,V6Ge6Gd,-0.0282078538832794,723.5355459167753,723.5355357113193
324,Rh6Sn6U,0.0351649270050935,765.4030382541129,723.0897237976981
325,Rh6Sn6Er,-0.0073818816568667,720.8843613141267,720.8828549053044
326,Ir6Ge6Yb,-0.4053123228148343,716.0072372005073,716.0072372005073
327,Nb6Sn6Nd,0.0263625338197977,719.2729104130419,714.3447563808578
328,Rh6Sn6Dy,-0.0145151076309507,711.834165964683,711.8338974577622
329,Hf6Pb6Gd,-0.0097087932449947,709.2824627174614,709.2816147853247
330,Tc6Sn6Ho,0.0267103910751375,710.3908077266861,705.1012936616819
331,Co6Ge6Nd,0.0435499606615774,1076.4428722735745,698.8827896272222
332,Ir6Si6Yb,-0.6828941418897253,696.1834835816617,696.1834835816617
333,V6Ge6Ho,-0.0300309062606499,694.123726318661,694.1237199975786
334,Mn6Sn6Tm,-0.0008782602821617,693.7533148473461,693.7464099462825
335,Tc6Si6Dy,-0.026765974161022,691.0334190202334,691.0334052430738
336,Nb6Sn6Sm,0.0197876810086124,687.1919004731039,686.2174728531857
337,Tc6Ge6Tm,-0.1684664468202732,677.7835926220948,677.7835926220948
338,Nb6Sn6Gd,0.0221183793485537,671.5815814525242,669.9163682161438
339,Fe6Si6Yb,-0.4362414652430605,654.8267941204793,654.8267941204793
340,Cd6Pb6Eu,0.0230587228626078,652.7636011652999,650.7359027994914
341,Nb6Sn6Ce,0.0329078228365893,663.3659860668836,641.782052244234
342,Nb6Sn6Dy,0.0238793863827589,640.7129161367712,638.2902007533095
343,Hf6Pb6U,0.0425668507009968,895.2482949524963,637.7473904723491
344,Ru6Ge6Lu,-0.0268837189012741,629.6275424139997,629.6275302108555
345,Ru6Ge6Er,-0.0223006700860177,628.4985101129597,628.4984735209264
346,Ru6Sn6Yb,-0.2270138047017641,620.2145283294205,620.2145283294205
347,Pd6Sn6Pr,0.0454237393759753,1206.0135331616725,602.8666747435672
348,Ru6Ge6Dy,-0.0211736612215199,601.5145420900247,601.5144961916495
349,Cd6Pb6Pm,0.0395241132124285,691.9886815023541,588.3733482107107
350,Cu6Sn6Lu,0.0491720435373525,5826.789408031032,577.0219359972036
