formula,best_reward,visit_count,terminated,e_above_hull,e_form,dos_reward,formation_energy
CeGe6Ti6,1.8726898837357182,6,False,0.1313712210022809,-0.5567196680362798,1022.1742819276461,-0.5567196680362798
Ge6NdTi6,1.6702464235172196,4,False,0.1534497353650745,-0.5504259932252401,629.6999199564794,-0.5504259932252401
Ge6PrTi6,0.22392908346619378,5,False,0.1550875017429664,-0.5472934702938997,975.1058185992258,-0.5472934702938997
Ge6LuTi6,-0.7682324835403069,5,False,0.1493316012547164,-0.544002945757228,583.1656468171859,-0.544002945757228
CeGe6Zr6,0.25119670988085097,1,False,0.2797966406450399,-0.5344458899485465,3148.219172548086,-0.5344458899485465
Ge6NdZr6,1.170098183636574,1,False,0.2981158065407249,-0.5337759159994923,3134.9373115326407,-0.5337759159994923
CeSi6Tc6,1.0470816417044473,4,False,-0.0424368607232508,-0.5319205715435155,118.46524801287799,-0.5319205715435155
Ge6PrZr6,0.22392908346619378,3,False,0.2999410730106696,-0.5316354075351069,3079.609286036574,-0.5316354075351069
LuSi6Tc6,1.3299865002617006,3,False,-0.0119718501774523,-0.5302500919786209,426.1836086025609,-0.5302500919786209
NdSi6Tc6,1.043741514296713,2,False,-0.0117761169522671,-0.5132830540929398,110.0627618364653,-0.5132830540929398
PrSi6Tc6,1.01722206021758,1,False,-0.0081471422520955,-0.5096405409483581,43.337945720751264,-0.5096405409483581
Ge6LuZr6,0.25119670988085097,1,False,0.3244279809863798,-0.5043597392224982,0.020716717192934386,-0.5043597392224982
Fe6LuSi6,-0.35293014706132586,1,False,0.0610587174449014,-0.5032263293671279,594.2426907969391,-0.5032263293671279
LuSi6Ti6,-0.4100736838621052,1,False,0.2998876256923262,-0.4944518337027578,1484.352799355461,-0.4944518337027578
NdSi6Ti6,1.4750774826424073,1,False,0.2924371422853024,-0.491048837815979,1581.547303255522,-0.491048837815979
Ge6Ti6U,-0.3572396965400644,1,False,0.1170617470819687,-0.4907100742509468,1617.2913901177185,-0.4907100742509468
CeSi6Ti6,1.0149842797248896,2,False,0.2818830636316772,-0.4896675543694383,1629.8383470550555,-0.4896675543694383
LuMn6Si6,1.7227965026846306,3,False,0.0376910873507096,-0.4875153244444076,0.07423896088999414,-0.4875153244444076
PrSi6Ti6,0.24591810000879133,2,False,0.2980264901085547,-0.4854459515483164,1405.3585622189044,-0.4854459515483164
Ge6Ti6Yb,1.0007023698800899,2,False,10.0,-0.4839504078335433,480.04241247079403,-0.4839504078335433
Si6Tc6Yb,1.8047869617974213,1,False,10.0,-0.4748128089864335,511.9648086612185,-0.4748128089864335
PrSn6Zr6,3.661751508014246,1,False,0.1265654238391979,-0.4741396862122444,2812.554261786426,-0.4741396862122444
NdSn6Zr6,1.572284529810574,2,False,0.1281447570726638,-0.4719119171400675,2109.625486607246,-0.4719119171400675
LuSi6V6,1.199048214239618,3,False,0.1186933312543466,-0.4642038573211008,329.4244607836352,-0.4642038573211008
CeFe6Si6,1.1202059368220438,3,False,0.0999016076419437,-0.4634524726477976,605.1398573042745,-0.4634524726477976
CeMn6Si6,2.238277081333414,3,False,0.0509113790480214,-0.4618353874169412,0.36243671639120706,-0.4618353874169412
CeSn6Zr6,1.6261943772248753,3,False,0.1267728624546515,-0.4512894586434715,2882.6484664264153,-0.4512894586434715
CeGe6Ru6,1.7686866809729542,1,False,-0.0305518268263694,-0.4431809231605705,1934.14365056318,-0.4431809231605705
