formula,best_reward,visit_count,terminated,e_above_hull,e_form,dos_reward,formation_energy
CeGe6Ti6,0.1456509670764382,2,False,0.1313712210022809,-0.5567196680362798,1022.1742819276461,-0.5567196680362798
ErGe6Ti6,-0.7510489334341302,1,False,0.1479667897718793,-0.5552054920064714,626.4023188459216,-0.5552054920064714
Ge6Ti6Tm,-0.7786571920361354,3,False,0.1513692352620028,-0.5500524801472798,556.9353452285707,-0.5500524801472798
Ge6LuTi6,1.7117959598902368,3,False,0.1493316012547164,-0.544002945757228,583.1656468171859,-0.544002945757228
ErSi6Tc6,1.1720012147364127,2,False,-0.0276566840095894,-0.5428711891779213,432.78372484858994,-0.5428711891779213
Si6Tc6Tm,1.6335053420629373,2,False,-0.0192394540539441,-0.537751640401936,431.6114398911043,-0.537751640401936
CeSi6Tc6,1.0470816417044473,2,False,-0.0424368607232508,-0.5319205715435155,118.46524801287799,-0.5319205715435155
LuSi6Tc6,1.7686866809729542,3,False,-0.0119718501774523,-0.5302500919786209,426.1836086025609,-0.5302500919786209
Fe6Si6Tm,-0.35293014706132586,2,False,0.0624637681223986,-0.50367900212475,707.0467180175872,-0.50367900212475
Fe6LuSi6,-0.3589807156342948,2,False,0.0610587174449014,-0.5032263293671279,594.2426907969391,-0.5032263293671279
ErSi6Ti6,1.1977441930722765,1,False,0.297724584270397,-0.5018255914521756,1502.352235195845,-0.5018255914521756
Si6Ti6Tm,-0.4018134053731709,2,False,0.297399756112658,-0.5001380210472939,1505.1370348830033,-0.5001380210472939
ErFe6Si6,2.8766313544757924,1,False,0.0686613769116112,-0.4986419357832382,638.1784575603798,-0.4986419357832382
LuSi6Ti6,-0.4100736838621052,1,False,0.2998876256923262,-0.4944518337027578,1484.352799355461,-0.4944518337027578
CeSi6Ti6,1.0110945922006864,1,False,0.2818830636316772,-0.4896675543694383,1629.8383470550555,-0.4896675543694383
Mn6Si6Tm,1.8060370577578624,4,False,0.0407485109454215,-0.4877512407278219,0.10448561129858973,-0.4877512407278219
LuMn6Si6,0.9009469980967241,3,False,0.0376910873507096,-0.4875153244444076,0.07423896088999414,-0.4875153244444076
Ge6Ti6Yb,-0.7682324835403069,3,False,10.0,-0.4839504078335433,480.04241247079403,-0.4839504078335433
ErMn6Si6,1.8060370577578624,1,False,0.0479838900540731,-0.4828753908529699,0.1113269035469345,-0.4828753908529699
Si6Tc6Yb,1.3299865002617006,4,False,10.0,-0.4748128089864335,511.9648086612185,-0.4748128089864335
